Time,Latitude,Longitude,Intensity
19841010  1200,12.9,-106.7,55
19841010  1800,13.2,-107.3,55
19841011  0000,13.4,-108.2,55
19841011  0600,13.5,-109.1,55
19841011  1200,13.6,-109.9,50
19841011  1800,13.8,-110.9,30
19841012  0000,14.0,-111.9,30
19841012  0600,14.2,-112.9,25
19841012  1200,14.4,-113.9,25
19841012  1800,14.6,-114.8,25
19841013  0000,14.8,-115.4,25
19841013  0600,15.0,-115.9,25
19841013  1200,15.3,-116.4,25
19841013  1800,15.5,-117.0,25
19841014  0000,15.6,-117.5,25
19841014  0600,15.6,-117.9,25
19841014  1200,15.6,-118.3,25
19841014  1800,15.5,-118.5,25
19841015  0000,15.5,-118.7,25
19841015  0600,15.4,-118.9,25
19841015  1200,15.3,-119.1,25
19841015  1800,15.3,-119.3,25
19841016  0000,15.3,-119.5,25
19841016  0600,15.2,-119.7,25
19841016  1200,15.2,-119.9,25
19841031  0000,13.1,-98.4,25
19841031  0600,13.1,-99.2,30
19841031  1200,13.1,-100.2,30
19841031  1800,13.3,-101.4,30
19841101  0000,13.6,-102.7,35
19841101  0600,14.0,-104.0,45
19841101  1200,14.3,-105.7,45
19841101  1800,14.5,-107.3,45
19841102  0000,14.6,-108.7,45
19841102  0600,14.8,-110.4,45
19841102  1200,15.0,-112.1,50
19841102  1800,15.3,-113.8,55
19841103  0000,15.4,-115.4,55
19841103  0600,15.2,-117.0,55
19841103  1200,14.9,-118.7,55
19841103  1800,14.5,-120.1,45
19841104  0000,14.2,-121.6,40
19841104  0600,13.8,-123.2,40
19841104  1200,13.6,-124.6,40
19841104  1800,13.7,-126.1,35
19841105  0000,14.2,-127.4,30
19841105  0600,14.6,-128.4,30
19841105  1200,15.0,-129.2,30
19841105  1800,15.6,-129.8,30
19841106  0000,16.0,-130.2,30
19841106  0600,16.2,-130.4,25
19841106  1200,16.2,-130.7,30
19841106  1800,16.3,-130.9,25
19841107  0000,16.2,-131.1,25
19841107  0600,16.2,-131.4,25
19841107  1200,16.1,-131.6,25
19841107  1800,16.0,-132.3,25
19841108  0000,15.7,-133.2,25
19850605  1800,15.7,-100.6,35
19850606  0000,16.0,-101.7,40
19850606  0600,16.2,-103.0,40
19850606  1200,16.4,-104.1,40
19850606  1800,16.7,-105.3,50
19850607  0000,16.9,-106.5,50
19850607  0600,17.2,-108.0,55
19850607  1200,17.0,-109.8,60
19850607  1800,16.6,-110.9,45
19850608  0000,16.0,-111.8,40
19850608  0600,15.2,-112.4,30
19850608  1200,14.5,-112.8,25
19850608  1800,14.1,-113.3,30
19850609  0000,13.9,-113.9,30
19850609  0600,13.9,-114.5,30
19850609  1200,14.0,-115.2,30
19850609  1800,14.5,-116.0,30
19850610  0000,15.2,-117.0,25
19850610  0600,15.5,-118.3,25
19850610  1200,15.4,-119.6,25
19850610  1800,15.3,-120.9,30
19850611  0000,15.3,-122.1,30
19850611  0600,15.4,-123.3,25
19850611  1200,15.5,-124.3,25
19850611  1800,15.6,-125.4,25
19850612  0000,15.7,-126.5,25
19850612  0600,15.8,-127.7,25
19850606  1800,10.2,-92.8,30
19850607  0000,10.3,-93.5,30
19850607  0600,10.6,-94.1,35
19850607  1200,10.8,-94.8,35
19850607  1800,11.2,-95.7,45
19850608  0000,11.6,-96.6,65
19850608  0600,12.0,-97.6,65
19850608  1200,12.3,-98.6,65
19850608  1800,12.7,-99.6,65
19850609  0000,12.9,-100.5,65
19850609  0600,13.1,-101.2,70
19850609  1200,13.3,-101.8,75
19850609  1800,13.4,-102.4,80
19850610  0000,13.7,-103.0,85
19850610  0600,13.9,-103.7,75
19850610  1200,14.3,-104.5,85
19850610  1800,14.6,-105.3,85
19850611  0000,15.0,-106.0,85
19850611  0600,15.3,-106.7,85
19850611  1200,15.4,-107.5,85
19850611  1800,15.5,-108.2,90
19850612  0000,15.3,-108.7,90
19850612  0600,15.4,-109.3,90
19850612  1200,15.6,-109.9,90
19850612  1800,15.7,-110.6,90
19850613  0000,15.9,-111.3,90
19850613  0600,16.0,-112.1,100
19850613  1200,16.2,-112.8,100
19850613  1800,16.3,-113.7,100
19850614  0000,16.5,-114.6,105
19850614  0600,16.6,-115.5,100
19850614  1200,16.7,-116.4,90
19850614  1800,16.8,-117.4,85
19850615  0000,16.9,-118.5,80
19850615  0600,17.0,-119.5,75
19850615  1200,17.1,-120.4,65
19850615  1800,17.1,-121.4,60
19850616  0000,17.1,-122.1,60
19850616  0600,17.2,-122.7,50
19850616  1200,17.2,-123.3,30
19850616  1800,17.2,-123.8,25
19850607  1800,8.7,-119.0,30
19850608  0000,8.7,-119.5,30
19850608  0600,8.7,-119.9,30
19850608  1200,8.7,-120.3,30
19850608  1800,8.6,-120.7,30
19850609  0000,8.5,-120.9,30
19850609  0600,8.4,-121.0,30
19850609  1200,8.3,-120.8,30
19850609  1800,8.4,-120.6,30
19850610  0000,8.8,-120.5,35
19850610  0600,9.3,-120.5,30
19850610  1200,9.8,-120.4,30
19850610  1800,11.0,-120.0,25
19850626  0600,9.6,-102.5,25
19850626  1200,9.7,-103.5,30
19850626  1800,9.8,-104.3,30
19850627  0000,9.9,-105.1,30
19850627  0600,10.1,-105.9,30
19850627  1200,10.3,-106.7,30
19850627  1800,10.5,-107.5,35
19850628  0000,10.9,-108.4,40
19850628  0600,11.5,-109.4,45
19850628  1200,12.3,-110.5,50
19850628  1800,13.0,-111.7,65
19850629  0000,13.6,-112.8,65
19850629  0600,14.3,-114.0,75
19850629  1200,14.7,-115.2,75
19850629  1800,15.1,-116.4,90
19850630  0000,15.5,-117.4,90
19850630  0600,15.7,-118.5,90
19850630  1200,16.0,-119.6,90
19850630  1800,16.4,-120.7,90
19850701  0000,16.8,-121.8,90
19850701  0600,17.5,-122.8,100
19850701  1200,18.1,-124.1,100
19850701  1800,18.9,-125.3,90
19850702  0000,19.9,-126.5,80
19850702  0600,20.5,-127.9,65
19850702  1200,20.8,-129.2,60
19850702  1800,21.0,-130.5,55
19850703  0000,21.4,-131.6,45
19850703  0600,21.8,-132.8,30
19850703  1200,22.2,-133.6,25
19850703  1800,22.5,-134.4,25
19850704  0000,23.0,-135.0,25
19850704  0600,23.4,-135.6,25
19850704  1200,23.8,-136.2,25
19850704  1800,24.2,-136.6,25
19850705  0000,24.9,-137.0,25
19850705  0600,25.6,-137.3,25
19850705  1200,26.4,-137.4,25
19850705  1800,26.9,-137.6,25
19850627  0600,9.8,-123.8,25
19850627  1200,10.0,-124.7,25
19850627  1800,10.3,-125.5,25
19850628  0000,10.7,-126.4,30
19850628  0600,11.0,-127.3,30
19850628  1200,11.5,-128.2,30
19850628  1800,11.9,-129.0,30
19850629  0000,12.4,-129.9,35
19850629  0600,13.0,-131.0,35
19850629  1200,13.2,-132.0,35
19850629  1800,13.6,-133.0,35
19850630  0000,13.8,-134.0,30
19850630  0600,14.0,-135.0,30
19850630  1200,14.0,-136.0,25
19850630  1800,14.1,-136.9,25
19850701  0000,14.2,-137.8,25
19850701  0600,14.3,-138.7,25
19850701  1200,14.4,-139.5,25
19850701  1800,14.5,-140.9,25
19850702  0000,14.6,-142.0,25
19850702  0600,14.7,-142.8,25
19850702  1200,14.8,-143.8,25
19850702  1800,14.9,-144.9,25
19850703  0000,15.2,-145.8,25
19850703  0600,15.4,-146.6,25
19850703  1200,15.6,-147.4,25
19850703  1800,16.0,-148.3,25
19850704  0000,16.1,-149.3,25
19850704  0600,15.6,-150.3,25
19850704  1200,15.0,-151.4,25
19850704  1800,14.5,-152.2,25
19850705  0000,13.9,-153.2,25
19850705  0600,13.3,-154.6,25
19850705  1200,13.0,-156.0,25
19850705  1800,12.5,-157.4,25
19850702  1200,14.8,-102.2,25
19850702  1800,15.1,-103.2,30
19850703  0000,15.5,-104.4,35
19850703  0600,16.2,-105.6,35
19850703  1200,17.0,-106.5,40
19850703  1800,18.1,-107.2,50
19850704  0000,19.3,-107.8,60
19850704  0600,20.1,-108.5,60
19850704  1200,20.6,-109.0,60
19850704  1800,20.9,-109.7,50
19850705  0000,21.2,-110.3,45
19850705  0600,21.4,-110.9,30
19850705  1200,21.6,-111.5,30
19850705  1800,21.8,-112.0,25
19850706  0000,22.0,-112.4,25
19850706  0600,22.4,-112.8,25
19850706  1200,22.8,-113.0,25
19850706  1800,23.3,-113.1,20
19850707  1800,12.1,-99.8,25
19850708  0000,12.5,-101.1,30
19850708  0600,13.0,-102.4,30
19850708  1200,13.8,-103.8,30
19850708  1800,14.6,-105.1,35
19850709  0000,15.5,-106.4,35
19850709  0600,16.7,-107.9,40
19850709  1200,18.2,-109.3,45
19850709  1800,19.6,-110.5,50
19850710  0000,20.6,-111.9,45
19850710  0600,21.5,-113.7,40
19850710  1200,22.0,-115.6,35
19850710  1800,22.6,-117.2,30
19850711  0000,23.1,-118.6,25
19850711  0600,23.3,-119.9,25
19850711  1200,23.3,-121.2,20
19850711  1800,23.1,-122.5,20
19850712  0000,22.8,-123.8,20
19850718  0000,17.7,-112.0,25
19850718  0600,18.5,-112.5,25
19850718  1200,19.5,-112.8,25
19850718  1800,20.5,-113.1,30
19850719  0000,21.5,-113.5,35
19850719  0600,22.0,-114.1,35
19850719  1200,22.2,-114.9,35
19850719  1800,22.3,-115.7,35
19850720  0000,22.2,-116.5,35
19850720  0600,22.2,-117.3,30
19850720  1200,22.1,-118.4,25
19850721  0000,13.2,-134.4,25
19850721  0600,13.2,-135.5,35
19850721  1200,13.3,-136.5,40
19850721  1800,13.3,-137.4,50
19850722  0000,13.4,-138.6,60
19850722  0600,13.5,-139.6,60
19850722  1200,13.7,-140.1,60
19850722  1800,13.9,-140.8,75
19850723  0000,14.2,-141.6,90
19850723  0600,14.4,-142.4,100
19850723  1200,14.5,-143.0,110
19850723  1800,14.8,-143.8,115
19850724  0000,15.1,-144.6,115
19850724  0600,15.4,-145.5,115
19850724  1200,15.5,-146.5,115
19850724  1800,15.6,-147.4,100
19850725  0000,15.8,-148.4,90
19850725  0600,15.9,-149.5,90
19850725  1200,15.9,-150.6,90
19850725  1800,15.8,-151.9,80
19850726  0000,15.7,-153.0,65
19850726  0600,15.6,-154.3,50
19850726  1200,15.3,-155.4,50
19850726  1800,14.9,-156.9,40
19850727  0000,14.3,-158.5,25
19850720  0000,11.5,-103.7,25
19850720  0600,11.5,-104.5,25
19850720  1200,11.6,-105.4,25
19850720  1800,11.8,-106.3,25
19850721  0000,12.2,-107.2,30
19850721  0600,12.8,-107.7,30
19850721  1200,13.4,-108.2,30
19850721  1800,13.9,-109.0,35
19850722  0000,14.3,-109.8,40
19850722  0600,14.6,-110.3,45
19850722  1200,14.9,-110.8,45
19850722  1800,15.2,-111.4,60
19850723  0000,15.7,-112.0,60
19850723  0600,16.0,-112.7,60
19850723  1200,16.4,-113.4,70
19850723  1800,16.8,-114.2,75
19850724  0000,17.2,-115.0,80
19850724  0600,17.6,-115.6,90
19850724  1200,18.0,-116.1,115
19850724  1800,18.5,-116.7,115
19850725  0000,19.0,-117.3,105
19850725  0600,19.5,-117.9,100
19850725  1200,19.9,-118.5,100
19850725  1800,20.2,-119.2,85
19850726  0000,20.6,-119.9,85
19850726  0600,20.9,-120.7,75
19850726  1200,21.3,-121.5,65
19850726  1800,21.6,-122.2,55
19850727  0000,22.0,-123.0,45
19850727  0600,22.3,-123.8,40
19850727  1200,22.6,-124.9,35
19850727  1800,22.7,-126.1,30
19850728  0000,22.9,-127.6,30
19850728  0600,23.0,-129.2,30
19850728  1200,23.1,-130.6,25
19850728  1800,23.2,-131.8,25
19850729  0000,23.1,-132.9,20
19850729  0000,13.8,-102.6,25
19850729  0600,14.0,-103.4,30
19850729  1200,14.2,-104.2,30
19850729  1800,14.4,-105.1,35
19850730  0000,14.5,-106.0,35
19850730  0600,14.6,-106.8,35
19850730  1200,14.7,-107.8,35
19850730  1800,14.9,-108.8,40
19850731  0000,15.2,-109.7,40
19850731  0600,15.5,-110.4,45
19850731  1200,15.7,-111.0,45
19850731  1800,16.0,-111.6,45
19850801  0000,16.4,-112.2,45
19850801  0600,16.8,-112.9,45
19850801  1200,17.3,-113.6,45
19850801  1800,17.7,-114.3,45
19850802  0000,18.2,-114.9,45
19850802  0600,18.7,-115.6,45
19850802  1200,19.1,-116.1,45
19850802  1800,19.5,-116.9,50
19850803  0000,19.9,-117.6,55
19850803  0600,20.0,-118.4,55
19850803  1200,20.2,-119.3,50
19850803  1800,20.4,-120.3,45
19850804  0000,20.5,-121.2,45
19850804  0600,20.6,-122.0,45
19850804  1200,20.7,-123.1,45
19850804  1800,20.8,-124.3,55
19850805  0000,21.0,-125.3,55
19850805  0600,21.2,-126.5,55
19850805  1200,21.3,-127.6,55
19850805  1800,21.4,-128.8,50
19850806  0000,21.5,-130.0,40
19850806  0600,21.6,-131.2,30
19850806  1200,21.5,-132.5,30
19850806  1800,21.5,-133.7,25
19850729  1800,12.3,-123.3,25
19850730  0000,12.7,-124.7,30
19850730  0600,13.0,-126.0,30
19850730  1200,13.2,-127.3,30
19850730  1800,13.3,-128.6,30
19850731  0000,13.5,-129.8,30
19850731  0600,13.6,-130.9,40
19850731  1200,13.7,-131.8,45
19850731  1800,13.9,-132.6,45
19850801  0000,14.1,-133.3,45
19850801  0600,14.4,-133.8,35
19850801  1200,14.7,-134.1,35
19850801  1800,14.9,-134.2,35
19850802  0000,15.1,-134.4,30
19850802  0600,15.4,-134.7,30
19850802  1200,15.6,-135.3,30
19850802  1800,15.8,-135.9,30
19850803  0000,16.1,-136.6,30
19850803  0600,16.3,-137.2,25
19850803  1200,16.6,-137.8,25
19850803  1800,16.9,-138.5,25
19850804  0000,17.2,-139.0,25
19850804  0600,17.4,-139.7,25
19850804  1200,17.6,-139.8,25
19850804  1800,17.8,-140.2,40
19850805  0000,17.9,-140.6,40
19850805  0600,17.9,-141.2,40
19850805  1200,17.9,-141.8,40
19850805  1800,17.8,-142.3,35
19850806  0000,17.8,-143.0,30
19850806  0600,17.8,-143.9,30
19850806  1200,17.7,-145.0,30
19850806  1800,17.6,-146.1,25
19850807  0000,17.5,-147.3,25
19850807  0600,17.2,-148.7,30
19850807  1200,17.0,-149.9,30
19850807  1800,16.7,-151.1,30
19850808  0000,16.5,-152.7,30
19850808  0600,16.4,-154.3,30
19850808  1200,16.4,-156.0,30
19850808  1800,16.4,-157.6,30
19850809  0000,16.4,-159.2,25
19850806  1800,14.1,-106.2,25
19850807  0000,14.7,-107.3,30
19850807  0600,15.2,-108.4,30
19850807  1200,15.9,-109.4,35
19850807  1800,16.4,-110.4,40
19850808  0000,16.8,-111.4,45
19850808  0600,17.2,-112.0,50
19850808  1200,17.3,-112.7,55
19850808  1800,17.3,-113.3,60
19850809  0000,17.4,-113.7,65
19850809  0600,17.5,-114.3,65
19850809  1200,17.6,-114.8,65
19850809  1800,17.8,-115.5,60
19850810  0000,18.1,-116.4,55
19850810  0600,18.4,-117.1,50
19850810  1200,18.7,-117.9,55
19850810  1800,19.0,-118.8,55
19850811  0000,19.4,-119.7,55
19850811  0600,19.9,-120.5,50
19850811  1200,20.4,-121.5,50
19850811  1800,20.9,-122.6,50
19850812  0000,21.4,-123.6,50
19850812  0600,21.9,-124.6,45
19850812  1200,22.3,-125.5,45
19850812  1800,23.0,-126.1,35
19850813  0000,23.9,-126.5,30
19850813  0600,24.8,-127.0,30
19850813  1200,25.7,-127.3,30
19850813  1800,26.7,-127.6,25
19850819  1800,15.5,-111.8,25
19850820  0000,15.9,-112.8,25
19850820  0600,16.5,-114.0,25
19850820  1200,17.0,-115.3,25
19850820  1800,17.3,-116.6,25
19850821  0000,17.5,-117.8,30
19850821  0600,17.8,-119.0,30
19850821  1200,18.0,-120.1,35
19850821  1800,18.4,-121.1,35
19850822  0000,19.0,-122.0,40
19850822  0600,19.8,-123.2,35
19850822  1200,20.6,-124.4,30
19850822  1800,21.3,-125.3,30
19850823  0000,22.1,-126.1,30
19850823  0600,22.7,-127.0,25
19850823  1200,23.5,-127.8,25
19850822  0000,12.9,-102.2,25
19850822  0600,13.0,-102.8,25
19850822  1200,13.1,-103.5,25
19850822  1800,13.1,-104.1,25
19850823  0000,13.0,-104.7,30
19850823  0600,12.9,-105.2,30
19850823  1200,12.8,-105.8,30
19850823  1800,12.7,-106.3,30
19850824  0000,12.7,-106.9,35
19850824  0600,12.7,-107.4,35
19850824  1200,12.8,-108.0,35
19850824  1800,13.0,-108.6,40
19850825  0000,13.7,-109.3,55
19850825  0600,14.6,-109.9,55
19850825  1200,15.7,-110.3,55
19850825  1800,16.9,-111.1,60
19850826  0000,17.8,-112.1,65
19850826  0600,18.4,-113.3,70
19850826  1200,19.1,-114.5,70
19850826  1800,20.0,-115.7,75
19850827  0000,20.8,-116.9,75
19850827  0600,21.4,-118.2,75
19850827  1200,21.8,-119.9,70
19850827  1800,22.1,-121.9,65
19850828  0000,22.4,-123.7,65
19850828  0600,22.4,-125.0,55
19850828  1200,22.3,-126.4,45
19850828  1800,22.0,-127.6,40
19850829  0000,21.8,-128.5,40
19850829  0600,21.9,-129.0,35
19850829  1200,22.2,-129.5,30
19850829  1800,22.5,-130.0,30
19850830  0000,22.9,-130.1,25
19850830  0600,23.5,-130.1,25
19850830  1200,24.3,-130.2,25
19850830  1800,25.1,-130.3,25
19850831  0000,25.7,-130.4,25
19850831  0600,26.0,-130.5,25
19850827  1800,15.8,-104.1,25
19850828  0000,15.5,-105.0,25
19850828  0600,14.8,-105.5,25
19850828  1200,13.9,-106.1,25
19850828  1800,13.1,-106.9,25
19850829  0000,12.8,-107.9,25
19850829  0600,12.6,-108.9,25
19850829  1200,12.6,-109.9,25
19850829  1800,12.6,-110.9,25
19850830  0000,12.9,-111.9,25
19850830  0600,13.0,-112.8,25
19850830  1200,13.4,-113.6,25
19850830  1800,13.7,-114.6,25
19850831  0000,13.9,-115.6,35
19850831  0600,14.0,-116.7,35
19850831  1200,14.1,-117.8,40
19850831  1800,14.0,-119.0,45
19850901  0000,13.9,-119.9,45
19850901  0600,13.9,-120.7,45
19850901  1200,14.0,-121.5,50
19850901  1800,14.1,-122.2,45
19850902  0000,14.3,-123.1,45
19850902  0600,14.5,-124.2,45
19850902  1200,14.8,-125.3,40
19850902  1800,15.2,-126.6,40
19850903  0000,15.5,-127.8,45
19850903  0600,15.8,-128.8,45
19850903  1200,16.2,-130.0,50
19850903  1800,16.7,-130.9,50
19850904  0000,17.1,-132.0,55
19850904  0600,17.3,-133.0,55
19850904  1200,17.7,-134.2,65
19850904  1800,18.0,-135.3,65
19850905  0000,18.2,-136.6,65
19850905  0600,18.2,-138.1,75
19850905  1200,18.3,-139.8,75
19850905  1800,18.5,-140.6,75
19850906  0000,18.5,-142.0,75
19850906  0600,18.5,-143.0,75
19850906  1200,18.5,-144.1,75
19850906  1800,18.6,-145.2,75
19850907  0000,19.3,-145.7,75
19850907  0600,19.7,-145.9,75
19850907  1200,20.3,-146.1,75
19850907  1800,20.9,-146.2,75
19850908  0000,21.5,-146.2,65
19850908  0600,22.3,-146.2,65
19850908  1200,23.4,-146.1,55
19850908  1800,24.2,-146.0,45
19850909  0000,25.3,-146.0,35
19850909  0600,26.3,-145.9,30
19850909  1200,27.1,-145.9,30
19850909  1800,28.0,-146.0,30
19850901  0000,14.1,-106.5,25
19850901  0600,14.2,-107.7,25
19850901  1200,14.6,-108.8,30
19850901  1800,14.8,-110.1,30
19850902  0000,15.0,-111.2,30
19850902  0600,15.3,-112.1,30
19850902  1200,15.3,-113.0,35
19850902  1800,15.1,-113.9,40
19850903  0000,14.8,-114.7,40
19850903  0600,14.4,-115.3,40
19850903  1200,14.0,-115.8,45
19850903  1800,13.7,-116.4,50
19850904  0000,13.3,-117.4,50
19850904  0600,13.0,-118.5,50
19850904  1200,12.8,-119.6,55
19850904  1800,12.7,-120.7,60
19850905  0000,12.5,-121.8,60
19850905  0600,12.3,-123.1,60
19850905  1200,12.2,-124.4,55
19850905  1800,12.1,-125.9,55
19850906  0000,12.2,-127.0,55
19850906  0600,12.4,-128.1,55
19850906  1200,12.5,-129.2,55
19850906  1800,12.6,-130.4,65
19850907  0000,12.7,-131.5,70
19850907  0600,12.8,-132.6,70
19850907  1200,13.0,-133.6,75
19850907  1800,13.3,-134.5,90
19850908  0000,13.9,-135.5,90
19850908  0600,14.4,-136.4,100
19850908  1200,15.3,-137.1,115
19850908  1800,16.0,-137.9,120
19850909  0000,16.7,-138.7,120
19850909  0600,17.2,-139.4,125
19850909  1200,17.5,-140.2,125
19850909  1800,18.0,-141.0,125
19850910  0000,18.5,-141.9,125
19850910  0600,19.0,-142.5,110
19850910  1200,19.6,-143.0,95
19850910  1800,20.4,-143.7,80
19850911  0000,21.2,-144.2,70
19850911  0600,22.0,-144.9,60
19850911  1200,23.0,-145.2,60
19850911  1800,24.3,-145.0,45
19850912  0000,25.6,-144.5,30
19850905  1800,12.7,-95.5,25
19850906  0000,13.0,-97.0,25
19850906  0600,13.1,-98.1,25
19850906  1200,13.5,-99.1,25
19850906  1800,13.8,-100.1,30
19850907  0000,14.1,-101.1,35
19850907  0600,14.5,-102.1,40
19850907  1200,14.7,-103.1,45
19850907  1800,15.1,-104.1,45
19850908  0000,15.4,-105.3,50
19850908  0600,15.5,-106.4,65
19850908  1200,15.7,-107.7,80
19850908  1800,15.7,-108.7,100
19850909  0000,15.5,-109.5,110
19850909  0600,15.5,-110.2,110
19850909  1200,15.6,-110.9,95
19850909  1800,15.9,-111.8,95
19850910  0000,16.2,-112.3,95
19850910  0600,16.6,-113.0,90
19850910  1200,17.0,-113.7,90
19850910  1800,17.6,-114.3,90
19850911  0000,18.0,-114.6,90
19850911  0600,18.6,-115.0,90
19850911  1200,19.2,-115.3,90
19850911  1800,19.7,-115.6,90
19850912  0000,20.2,-116.0,90
19850912  0600,20.8,-116.5,90
19850912  1200,21.1,-117.2,90
19850912  1800,21.4,-118.0,75
19850913  0000,21.6,-118.7,75
19850913  0600,21.9,-119.6,65
19850913  1200,22.1,-120.8,65
19850913  1800,22.2,-122.0,65
19850914  0000,22.3,-123.0,60
19850914  0600,22.2,-123.8,65
19850914  1200,22.0,-124.6,65
19850914  1800,21.6,-125.4,60
19850915  0000,21.0,-126.2,55
19850915  0600,20.6,-127.2,45
19850915  1200,20.1,-128.5,35
19850915  1800,19.9,-129.8,30
19850916  0000,19.7,-130.9,25
19850916  0600,19.4,-132.3,25
19850916  1200,19.2,-133.7,25
19850916  1800,18.9,-135.2,25
19850917  0000,18.8,-136.8,25
19850915  1800,12.2,-98.5,25
19850916  0000,12.3,-99.4,25
19850916  0600,12.5,-100.3,30
19850916  1200,12.6,-101.2,30
19850916  1800,12.7,-102.1,35
19850917  0000,13.0,-103.0,40
19850917  0600,13.3,-104.0,45
19850917  1200,13.8,-104.9,45
19850917  1800,14.4,-105.8,50
19850918  0000,14.9,-106.5,55
19850918  0600,15.4,-107.1,65
19850918  1200,15.8,-107.6,70
19850918  1800,16.1,-108.1,75
19850919  0000,16.6,-108.6,90
19850919  0600,17.0,-109.0,90
19850919  1200,17.4,-109.5,90
19850919  1800,17.8,-110.1,95
19850920  0000,18.2,-110.7,100
19850920  0600,18.4,-111.2,95
19850920  1200,18.6,-111.6,90
19850920  1800,18.9,-112.1,90
19850921  0000,19.1,-112.6,90
19850921  0600,19.4,-113.1,100
19850921  1200,19.7,-113.8,90
19850921  1800,20.0,-114.4,80
19850922  0000,20.3,-114.9,80
19850922  0600,20.5,-115.4,80
19850922  1200,20.8,-115.9,75
19850922  1800,21.0,-116.3,70
19850923  0000,21.4,-116.7,65
19850923  0600,22.1,-117.4,60
19850923  1200,23.0,-118.1,55
19850923  1800,23.9,-118.9,45
19850924  0000,24.8,-119.7,40
19850924  0600,25.8,-120.4,30
19850924  1200,27.4,-120.9,25
19850924  1800,29.0,-121.6,25
19850918  0600,13.3,-116.7,25
19850918  1200,13.8,-117.1,25
19850918  1800,14.3,-117.5,30
19850919  0000,14.6,-117.7,30
19850919  0600,14.8,-117.8,30
19850919  1200,14.9,-117.9,30
19850919  1800,15.0,-118.0,30
19850920  0000,15.2,-118.2,35
19850920  0600,15.2,-118.4,35
19850920  1200,15.1,-118.6,35
19850920  1800,15.0,-118.8,35
19850921  0000,14.8,-118.9,35
