Time,Latitude,Longitude,Intensity
20090710  0600,23.4,-125.0,30
20090710  1200,23.8,-125.6,30
20090710  1800,24.1,-126.1,30
20090711  0000,24.4,-126.4,25
20090711  0600,24.7,-126.6,25
20090711  1200,25.4,-126.6,25
20090711  1800,26.1,-126.5,20
20090712  0000,26.8,-126.5,20
20090712  0600,27.3,-126.5,20
20090710  0600,10.0,-111.0,25
20090710  1200,10.1,-112.2,30
20090710  1800,10.2,-113.4,35
20090711  0000,10.3,-114.5,45
20090711  0600,10.3,-115.5,50
20090711  1200,10.4,-116.4,60
20090711  1800,10.5,-117.3,65
20090712  0000,10.5,-118.4,75
20090712  0600,10.5,-119.4,75
20090712  1200,10.4,-120.4,75
20090712  1800,10.4,-121.4,65
20090713  0000,10.2,-122.4,50
20090713  0600,10.0,-123.5,45
20090713  1200,9.8,-124.6,45
20090713  1800,9.6,-125.6,55
20090714  0000,9.6,-126.2,55
20090714  0600,9.7,-126.8,55
20090714  1200,9.9,-127.4,75
20090714  1800,10.0,-127.9,80
20090715  0000,10.1,-128.3,90
20090715  0600,10.1,-128.8,90
20090715  1200,10.1,-129.4,75
20090715  1800,10.2,-130.4,55
20090716  0000,10.2,-131.5,45
20090716  0600,10.0,-132.9,30
20090716  1200,9.7,-134.3,25
20090716  1800,9.4,-135.7,25
20090714  0000,12.0,-110.3,25
20090714  0600,12.3,-111.2,25
20090714  1200,12.8,-112.0,25
20090714  1800,13.3,-112.7,30
20090715  0000,13.8,-113.5,30
20090715  0600,14.2,-114.4,30
20090715  1200,14.8,-115.2,35
20090715  1800,15.8,-116.1,40
20090716  0000,17.0,-117.2,50
20090716  0600,17.8,-118.7,45
20090716  1200,18.4,-120.3,40
20090716  1800,19.0,-121.9,35
20090717  0000,19.5,-123.4,30
20090717  0600,19.9,-124.8,30
20090717  1200,20.2,-126.3,30
20090717  1800,20.7,-127.6,30
20090718  0000,21.3,-128.8,30
20090718  0600,22.0,-129.9,25
20090718  1200,22.8,-131.0,25
20090718  1800,23.7,-132.0,20
20090719  0000,24.8,-132.9,20
20090719  0600,25.9,-133.7,20
20090719  1200,27.0,-134.3,20
20090719  1800,28.3,-134.5,15
20090720  0000,29.5,-134.5,15
20090730  1200,12.0,-139.1,30
20090730  1800,12.1,-140.6,35
20090731  0000,12.6,-142.3,45
20090731  0600,13.0,-143.9,50
20090731  1200,13.4,-145.5,50
20090731  1800,13.8,-146.9,55
20090801  0000,14.0,-148.4,50
20090801  0600,14.2,-149.8,45
20090801  1200,14.4,-151.2,45
20090801  1800,14.4,-152.6,45
20090802  0000,14.5,-154.2,40
20090802  0600,14.5,-155.9,40
20090802  1200,14.4,-157.4,35
20090802  1800,14.4,-158.9,30
20090803  0000,14.4,-160.3,25
20090803  0600,14.4,-161.7,20
20090803  1800,12.9,-112.2,30
20090804  0000,13.2,-113.6,35
20090804  0600,13.7,-114.9,45
20090804  1200,14.3,-116.3,55
20090804  1800,14.9,-117.7,55
20090805  0000,15.6,-119.1,50
20090805  0600,16.4,-120.3,45
20090805  1200,17.2,-121.5,45
20090805  1800,18.1,-122.7,45
20090806  0000,19.1,-124.0,45
20090806  0600,20.1,-125.3,45
20090806  1200,21.0,-126.6,40
20090806  1800,22.0,-127.7,35
20090807  0000,22.8,-128.5,30
20090807  0600,23.6,-129.1,30
20090807  1200,24.2,-129.4,30
20090807  1800,24.8,-129.6,25
20090808  0000,25.0,-129.7,25
20090808  0600,24.7,-129.8,20
20090808  1200,24.3,-129.9,20
20090803  1800,11.0,-121.1,25
20090804  0000,11.5,-122.4,35
20090804  0600,11.8,-123.7,45
20090804  1200,12.0,-124.9,55
20090804  1800,12.2,-126.1,65
20090805  0000,12.6,-126.9,75
20090805  0600,13.2,-127.6,85
20090805  1200,13.7,-128.5,100
20090805  1800,14.2,-129.3,115
20090806  0000,14.7,-130.1,125
20090806  0600,15.1,-130.8,125
20090806  1200,15.7,-131.5,120
20090806  1800,16.2,-132.3,115
20090807  0000,16.7,-133.2,115
20090807  0600,17.3,-134.0,105
20090807  1200,17.7,-135.2,100
20090807  1800,18.1,-136.3,95
20090808  0000,18.6,-137.4,90
20090808  0600,18.9,-138.7,85
20090808  1200,19.2,-140.1,80
20090808  1800,19.6,-141.4,75
20090809  0000,19.9,-142.7,75
20090809  0600,20.2,-144.0,70
20090809  1200,20.5,-145.3,60
20090809  1800,20.9,-146.5,50
20090810  0000,21.0,-147.7,45
20090810  0600,21.0,-148.7,45
20090810  1200,20.9,-149.6,40
20090810  1800,20.9,-150.6,40
20090811  0000,20.9,-151.6,35
20090811  0600,20.9,-152.5,35
20090811  1200,20.8,-153.3,30
20090811  1800,20.7,-154.2,30
20090809  0000,14.1,-118.1,25
20090809  0600,14.1,-118.7,25
20090809  1200,14.2,-119.4,25
20090809  1800,14.4,-120.2,30
20090810  0000,14.7,-121.1,30
20090810  0600,14.8,-121.9,30
20090810  1200,14.9,-122.7,30
20090810  1800,15.0,-123.7,30
20090811  0000,15.1,-124.9,30
20090811  0600,15.1,-126.0,30
20090811  1200,15.1,-127.1,30
20090811  1800,15.1,-128.3,30
20090812  0000,15.0,-129.4,30
20090812  0600,14.8,-130.5,30
20090812  1200,14.5,-131.6,30
20090812  1800,14.2,-132.7,30
20090813  0000,13.9,-133.7,25
20090813  0600,13.4,-134.5,25
20090813  1200,12.9,-135.2,25
20090813  1800,12.3,-135.8,25
20090814  0000,11.8,-136.6,25
20090814  0600,11.5,-137.4,25
20090814  1200,11.2,-138.1,25
20090814  1800,11.0,-138.7,25
20090815  0000,10.7,-139.3,25
20090808  1800,10.0,-159.0,25
20090809  0000,10.7,-160.2,15
20090809  0600,11.2,-161.4,20
20090809  1200,11.7,-162.5,20
20090809  1800,12.0,-163.7,20
20090810  0000,12.3,-165.0,20
20090810  0600,12.5,-166.3,20
20090810  1200,12.8,-167.6,20
20090810  1800,13.1,-168.8,25
20090811  0000,13.4,-169.7,30
20090811  0600,13.7,-170.7,30
20090811  1200,13.9,-171.3,35
20090811  1800,14.1,-171.8,35
20090812  0000,14.3,-172.4,30
20090812  0600,14.4,-173.8,30
20090812  1200,14.2,-175.3,30
20090812  1800,14.3,-176.8,25
20090813  0000,14.4,-178.3,25
20090813  0600,14.3,-179.7,25
20090813  1200,14.2,179.7,25
20090813  1800,14.0,179.2,25
20090814  0000,13.8,178.6,20
20090814  0600,13.1,177.3,20
20090814  1200,13.3,175.9,20
20090814  1800,13.5,174.6,25
20090815  0000,13.7,174.0,25
20090815  0600,14.4,173.2,30
20090815  1200,14.9,173.1,30
20090815  1800,15.3,173.1,35
20090816  0000,15.8,173.2,45
20090816  0600,16.0,173.2,45
20090816  1200,16.1,173.2,40
20090816  1800,16.3,173.1,35
20090817  0000,16.3,172.8,35
20090817  0600,16.2,172.6,30
20090817  1200,16.1,172.3,30
20090817  1800,16.1,172.0,30
20090818  0000,16.0,171.6,25
20090818  0600,15.9,171.1,25
20090812  0000,13.8,-112.3,25
20090812  0600,14.4,-113.9,25
20090812  1200,15.0,-115.6,30
20090812  1800,15.6,-117.1,30
20090813  0000,16.1,-118.5,35
20090813  0600,16.5,-119.9,45
20090813  1200,16.8,-121.2,55
20090813  1800,17.0,-122.5,60
20090814  0000,17.2,-123.8,60
20090814  0600,17.4,-125.2,65
20090814  1200,17.6,-126.7,70
20090814  1800,17.9,-128.2,85
20090815  0000,18.2,-129.7,95
20090815  0600,18.5,-131.2,100
20090815  1200,18.7,-132.6,110
20090815  1800,19.0,-133.9,100
20090816  0000,19.3,-135.3,95
20090816  0600,19.6,-136.7,90
20090816  1200,19.9,-138.0,85
20090816  1800,20.2,-139.2,75
20090817  0000,20.4,-140.5,65
20090817  0600,20.7,-142.0,55
20090817  1200,21.1,-143.7,50
20090817  1800,21.7,-145.4,45
20090818  0000,22.6,-146.9,45
20090818  0600,23.7,-148.1,45
20090818  1200,25.1,-149.1,45
20090818  1800,26.4,-150.3,45
20090819  0000,27.7,-151.5,40
20090819  0600,28.7,-152.8,35
20090819  1200,29.5,-154.1,35
20090819  1800,30.4,-155.3,30
20090820  0000,31.3,-156.3,30
20090820  0600,32.1,-157.1,30
20090820  1200,33.2,-157.5,40
20090820  1800,34.3,-157.6,40
20090821  0000,35.1,-157.5,40
20090821  0600,35.6,-157.4,35
20090821  1200,36.0,-157.2,30
20090821  1800,36.4,-157.0,30
20090822  0000,36.8,-156.8,30
20090822  0600,37.2,-156.6,30
20090822  1200,37.6,-156.3,30
20090822  1800,38.2,-155.8,30
20090823  0000,38.9,-154.9,30
20090823  0600,39.7,-153.7,30
20090821  1200,13.5,-133.0,25
20090821  1800,13.5,-133.8,25
20090822  0000,13.6,-134.6,25
20090822  0600,13.6,-135.5,25
20090822  1200,13.5,-136.4,30
20090822  1800,13.5,-137.3,35
20090823  0000,13.5,-138.1,35
20090823  0600,13.6,-138.9,40
20090823  1200,13.8,-140.0,40
20090823  1800,13.9,-141.2,45
20090824  0000,14.0,-142.5,50
20090824  0600,14.2,-143.6,55
20090824  1200,14.5,-144.6,55
20090824  1800,14.8,-145.5,55
20090825  0000,14.9,-146.4,50
20090825  0600,14.7,-147.2,50
20090825  1200,14.4,-147.9,50
20090825  1800,14.1,-148.6,45
20090826  0000,13.8,-149.1,40
20090826  0600,13.5,-149.6,40
20090826  1200,13.3,-150.2,40
20090826  1800,13.2,-150.8,35
20090827  0000,13.3,-151.4,30
20090827  0600,13.6,-152.2,30
20090827  1200,13.7,-153.1,30
20090827  1800,13.7,-154.2,30
20090828  0000,13.7,-155.3,30
20090828  0600,13.8,-156.5,30
20090828  1200,13.9,-157.8,30
20090828  1800,14.0,-159.2,25
20090829  0000,14.2,-160.8,25
20090829  0600,14.6,-162.4,25
20090829  1200,15.1,-163.9,25
20090829  1800,15.3,-165.5,25
20090830  0000,15.5,-167.0,25
20090830  0600,15.7,-168.7,25
20090830  1200,15.8,-170.4,25
20090830  1800,16.0,-172.1,25
20090831  0000,16.2,-173.8,25
20090831  0600,16.4,-175.2,20
20090831  1200,16.6,-176.4,20
20090831  1800,16.8,-177.4,20
20090824  1800,16.6,-116.3,30
20090825  0000,17.2,-117.0,35
20090825  0600,17.7,-117.9,40
20090825  1200,18.3,-118.9,45
20090825  1800,19.1,-120.0,45
20090826  0000,19.8,-121.2,45
20090826  0600,20.4,-122.5,45
20090826  1200,21.2,-123.5,45
20090826  1800,22.2,-124.4,40
20090827  0000,23.2,-125.4,35
20090827  0600,24.1,-126.2,30
20090827  1200,25.1,-127.2,30
20090827  1800,26.4,-128.0,30
20090828  0000,27.8,-128.4,25
20090828  0600,28.5,-128.5,20
20090828  1200,29.3,-128.5,20
20090828  1800,30.0,-128.5,20
20090828  0000,13.4,-96.8,25
20090828  0600,13.5,-97.9,25
20090828  1200,13.5,-99.0,25
20090828  1800,13.6,-100.0,30
20090829  0000,13.7,-101.0,35
20090829  0600,13.8,-101.9,45
20090829  1200,14.2,-102.9,60
20090829  1800,14.8,-103.8,75
20090830  0000,15.4,-104.7,90
20090830  0600,15.7,-105.5,105
20090830  1200,16.0,-106.0,115
20090830  1800,16.3,-106.6,120
20090831  0000,16.7,-107.1,120
20090831  0600,17.2,-107.6,120
20090831  1200,17.7,-108.2,120
20090831  1800,18.2,-108.9,135
20090831  1900,18.3,-109.0,135
20090901  0000,18.9,-109.4,135
20090901  0600,19.7,-109.9,130
20090901  1200,20.6,-110.5,125
20090901  1800,21.5,-111.0,115
20090902  0000,22.4,-111.4,105
20090902  0600,23.4,-111.7,95
20090902  1200,24.6,-112.0,90
20090902  1300,24.8,-112.1,90
20090902  1800,25.8,-112.4,80
20090902  2100,26.3,-112.4,75
20090903  0000,26.7,-112.4,65
20090903  0600,27.4,-112.3,50
20090903  1200,27.6,-112.3,45
20090903  1800,27.8,-112.1,40
20090904  0000,27.6,-111.9,35
20090904  0600,27.5,-111.7,30
20090904  1200,27.7,-111.7,25
20090904  1800,27.4,-112.2,25
20090904  1900,27.4,-112.3,25
20090905  0000,27.2,-112.5,20
20090905  0600,26.9,-112.9,20
20090905  1200,26.5,-113.3,15
20090826  0600,11.9,-170.9,20
20090826  1200,12.2,-171.5,20
20090826  1800,12.6,-172.1,20
20090827  0000,12.8,-172.6,20
20090827  0600,13.1,-173.0,20
20090827  1200,13.5,-173.4,20
20090827  1800,14.0,-173.6,20
20090828  0000,14.4,-174.5,25
20090828  0600,14.5,-175.5,25
20090828  1200,14.5,-176.3,30
20090828  1800,14.5,-177.0,30
20090829  0000,14.5,-177.6,30
20090829  0600,14.5,-178.3,30
20090829  1200,14.6,-179.0,30
20090829  1800,14.6,-179.6,30
20090830  0000,14.7,179.1,30
20090830  0600,15.3,177.5,25
20090830  1200,15.6,175.9,25
20090830  1800,15.3,174.5,20
20090831  0000,15.4,173.3,20
20090831  0600,15.8,172.1,20
20090831  1200,16.0,170.9,20
20090831  1800,16.2,169.8,20
20090901  0000,16.2,168.9,20
20090901  0600,16.3,168.1,20
20090901  1200,16.4,167.2,20
20090901  1800,16.8,166.2,15
20090902  0000,16.9,165.6,15
20090827  1800,10.9,-113.8,25
20090828  0000,11.0,-115.1,25
20090828  0600,11.1,-116.2,25
20090828  1200,11.2,-117.3,25
20090828  1800,11.5,-118.4,25
20090829  0000,11.9,-119.4,25
20090829  0600,12.2,-120.3,25
20090829  1200,12.5,-121.1,30
20090829  1800,12.7,-121.8,35
20090830  0000,13.3,-121.9,40
20090830  0600,13.9,-122.0,45
20090830  1200,14.5,-122.0,45
20090830  1800,15.1,-122.0,40
20090831  0000,15.6,-121.9,35
20090831  0600,16.1,-121.8,30
20090831  1200,16.5,-121.7,30
20090831  1800,16.9,-121.6,30
20090901  0000,17.3,-121.6,30
20090901  0600,17.6,-121.8,30
20090901  1200,17.9,-121.9,30
20090901  1800,18.2,-121.9,25
20090902  0000,18.4,-121.7,25
20090902  0600,18.5,-121.5,25
20090902  1200,18.7,-121.3,25
20090902  1800,19.0,-121.0,25
20090903  0000,19.4,-120.8,25
20090903  0600,19.7,-120.6,25
20090903  1200,19.8,-121.0,20
20090903  1800,19.9,-121.5,20
20090904  0000,19.8,-122.1,20
20090904  0600,19.5,-122.7,20
20090904  1200,19.1,-123.3,20
20090904  1800,18.7,-124.0,20
20090905  0000,18.2,-124.8,20
20090905  0600,17.8,-125.7,20
20090905  1200,17.3,-126.6,20
20090905  1800,16.8,-127.6,20
20090906  0000,16.3,-128.6,20
20090906  0600,15.8,-129.7,20
20090906  0000,14.5,-121.5,25
20090906  0600,14.6,-122.4,25
20090906  1200,14.7,-123.2,25
20090906  1800,14.9,-123.9,25
20090907  0000,15.2,-124.6,25
20090907  0600,15.3,-125.3,30
20090907  1200,15.3,-126.0,35
20090907  1800,15.2,-126.7,40
20090908  0000,15.1,-127.3,45
20090908  0600,15.0,-127.7,50
20090908  1200,15.0,-127.9,50
20090908  1800,15.1,-128.1,50
20090909  0000,15.3,-128.3,55
20090909  0600,15.5,-128.5,55
20090909  1200,15.8,-128.7,60
20090909  1800,16.3,-128.9,65
20090910  0000,16.8,-129.2,70
20090910  0600,17.4,-129.5,70
20090910  1200,18.0,-129.7,70
20090910  1800,18.6,-129.9,65
20090911  0000,19.2,-130.2,55
20090911  0600,19.7,-130.5,45
20090911  1200,20.1,-130.8,40
20090911  1800,20.5,-131.2,35
20090911  2100,20.6,-131.3,30
20090912  0000,20.7,-131.4,30
20090912  0600,20.9,-131.7,30
20090912  1200,21.0,-132.0,25
20090912  1800,21.0,-132.3,25
20090913  0000,20.9,-132.5,20
20090913  0600,20.7,-132.7,20
20090913  1200,20.4,-132.9,20
20090913  1800,20.1,-133.2,20
20090914  0000,20.0,-133.6,20
20090914  0600,19.9,-134.1,20
20090914  1200,19.9,-134.8,20
20090914  1800,19.9,-135.6,20
20090915  0000,19.9,-136.4,20
20090915  1200,17.3,-111.3,25
20090915  1800,17.7,-111.6,25
20090916  0000,18.0,-111.9,25
20090916  0600,18.3,-112.2,30
20090916  1200,18.6,-112.4,35
20090916  1800,18.8,-112.5,40
20090917  0000,19.0,-112.6,40
20090917  0600,19.2,-112.7,40
20090917  1200,19.4,-112.8,40
20090917  1800,19.6,-113.0,40
20090918  0000,19.9,-113.4,35
20090918  0600,20.1,-113.9,35
20090918  1200,20.5,-114.4,35
20090918  1800,21.0,-114.9,30
20090919  0000,21.5,-115.6,30
20090919  0600,22.1,-116.5,30
20090919  1200,22.4,-117.5,25
20090919  1800,22.7,-118.5,25
20090920  0000,22.8,-119.6,25
20090920  0600,22.9,-120.6,25
20090920  1200,23.0,-121.6,25
20090920  1800,23.1,-122.6,25
20090921  0000,23.1,-123.7,25
20090921  0600,23.1,-124.8,20
20090921  1200,23.1,-125.9,20
20090921  1800,23.1,-126.9,20
20090922  0000,23.1,-127.9,20
20090922  0600,23.2,-129.1,20
20090922  1200,23.3,-130.4,20
20090922  1800,23.5,-131.8,20
20090922  0000,13.5,-113.0,20
20090922  0600,13.9,-113.8,25
20090922  1200,14.4,-114.6,25
20090922  1800,14.9,-115.3,25
20090923  0000,15.4,-115.9,30
20090923  0600,15.9,-116.6,35
20090923  1200,16.4,-117.4,40
20090923  1800,16.8,-118.2,45
20090924  0000,17.1,-118.9,50
20090924  0600,17.3,-119.5,45
20090924  1200,17.4,-120.1,45
20090924  1800,17.4,-120.7,40
20090925  0000,17.4,-121.2,30
20090925  0600,17.3,-121.8,30
20090925  1200,17.1,-122.5,30
20090925  1800,16.7,-123.2,30
20090926  0000,16.5,-124.0,25
20090926  0600,16.5,-124.7,25
20090926  1200,16.6,-125.3,25
20090926  1800,16.8,-125.9,25
20090927  0000,17.1,-126.6,25
20090927  0600,17.4,-127.4,25
20090927  1200,17.7,-128.2,25
20090927  1800,18.0,-128.9,25
20090928  0000,18.0,-129.6,25
20090928  0600,17.7,-130.2,20
20090928  1200,17.4,-130.7,20
20090928  1800,17.0,-131.1,20
20090929  0000,16.5,-131.5,20
20090929  0600,16.0,-131.8,20
20090929  1200,15.5,-132.2,20
20091001  1200,19.0,-117.3,30
20091001  1800,19.6,-117.4,35
20091002  0000,20.4,-117.4,40
20091002  0600,21.5,-117.4,40
20091002  1200,22.6,-117.5,40
20091002  1800,23.3,-117.5,35
20091003  0000,23.8,-117.3,35
20091003  0600,24.0,-116.7,30
20091003  1200,23.9,-115.6,30
20091003  1800,23.8,-114.3,30
20091004  0000,23.9,-113.0,25
20091004  0600,24.2,-111.8,25
20091004  1200,24.5,-111.2,25
20091011  1800,17.1,-108.2,30
20091012  0000,17.7,-108.7,35
20091012  0600,18.3,-109.2,40
20091012  1200,18.8,-109.5,50
20091012  1800,19.3,-109.5,50
20091013  0000,19.8,-109.4,50
20091013  0600,20.4,-109.2,50
20091013  1200,21.1,-109.0,45
20091013  1800,21.9,-108.9,40
20091014  0000,22.4,-109.1,35
20091014  0600,22.6,-109.5,30
20091014  1200,22.7,-110.2,25
20091014  1800,22.8,-111.2,25
20091015  0000,22.7,-111.9,20
20091015  0600,22.5,-112.5,20
20091015  1200,22.3,-112.9,20
20091015  1800,11.9,-96.6,30
20091016  0000,12.1,-97.3,40
20091016  0600,12.3,-98.1,50
20091016  1200,12.6,-98.9,60
20091016  1800,12.9,-99.7,70
20091017  0000,13.3,-100.5,85
20091017  0600,13.8,-101.4,95
20091017  1200,14.2,-102.5,120
20091017  1800,14.6,-103.9,135
20091018  0000,14.9,-105.3,150
20091018  0600,15.2,-106.6,155
20091018  1200,15.7,-107.8,155
20091018  1800,16.2,-109.0,140
20091019  0000,16.7,-109.9,125
20091019  0600,17.1,-110.7,110
20091019  1200,17.7,-111.3,95
20091019  1800,18.2,-111.6,75
20091020  0000,18.7,-111.8,65
20091020  0600,19.3,-111.6,60
20091020  1200,19.8,-111.2,55
20091020  1800,20.2,-110.5,55
20091021  0000,20.8,-109.7,55
20091021  0600,21.7,-108.6,55
20091021  1200,22.8,-107.2,50
20091021  1400,23.3,-106.5,50
20091021  1800,23.9,-105.7,30
20091021  2000,24.3,-105.2,30
20091018  1800,8.4,-156.2,25
20091019  0000,8.5,-156.5,30
20091019  0600,8.9,-157.3,30
20091019  1200,9.4,-158.0,35
20091019  1800,10.3,-159.1,35
20091020  0000,11.1,-160.4,35
20091020  0600,11.9,-161.7,40
20091020  1200,12.8,-162.8,55
20091020  1800,13.9,-163.7,60
20091021  0000,15.0,-164.8,65
20091021  0600,15.9,-165.7,75
20091021  1200,16.6,-166.4,90
20091021  1800,17.6,-166.6,100
20091022  0000,18.3,-166.7,110
20091022  0600,19.0,-166.7,105
20091022  1200,19.7,-166.6,100
20091022  1800,20.4,-166.4,90
20091023  0000,21.1,-166.2,85
20091023  0600,21.9,-165.9,80
20091023  1200,22.5,-165.6,70
20091023  1800,22.9,-165.4,60
20091024  0000,23.3,-165.2,55
20091024  0600,23.6,-164.9,55
20091024  1200,24.0,-164.4,50
20091024  1800,24.5,-164.0,50
20091025  0000,24.7,-163.9,50
20091025  0600,24.7,-163.9,50
20091025  1200,24.6,-164.0,45
20091025  1800,24.7,-164.2,45
20091026  0000,24.8,-164.7,40
20091026  0600,25.3,-164.9,35
20091026  1200,25.9,-165.0,35
20091026  1800,27.1,-165.6,30
20091027  0000,28.8,-165.3,30
20100528  1800,12.7,-94.3,30
20100529  0000,12.8,-94.1,30
20100529  0600,13.0,-93.6,35
20100529  1200,13.3,-93.1,35
20100529  1800,13.9,-92.5,40
20100529  2230,14.4,-92.1,40
20100530  0000,14.6,-91.9,35
20100530  0600,15.2,-91.6,25
20100530  1200,15.7,-91.4,15
20100616  0600,14.6,-95.2,25
20100616  1200,14.7,-95.4,25
20100616  1800,14.9,-95.9,30
20100617  0000,15.2,-96.4,25
20100615  0600,14.6,-105.3,20
20100615  1200,14.7,-105.2,25
20100615  1800,14.9,-105.3,25
20100616  0000,15.0,-105.5,25
20100616  0600,14.8,-105.7,25
20100616  1200,14.6,-105.6,25
20100616  1800,14.7,-105.4,25
20100617  0000,14.8,-105.4,25
20100617  0600,14.9,-105.5,30
20100617  1200,15.0,-105.7,35
20100617  1800,15.2,-106.0,40
20100618  0000,15.4,-106.4,40
20100618  0600,15.6,-106.8,40
20100618  1200,15.8,-107.3,40
20100618  1800,16.1,-107.8,40
20100619  0000,16.3,-108.4,45
20100619  0600,16.4,-109.0,50
20100619  1200,16.5,-109.6,55
20100619  1800,16.7,-110.3,55
20100620  0000,17.0,-111.1,50
20100620  0600,17.3,-112.0,45
20100620  1200,17.6,-113.0,40
20100620  1800,17.7,-114.2,35
20100621  0000,17.8,-115.4,30
20100621  0600,17.8,-116.7,30
20100621  1200,17.6,-117.9,30
20100621  1800,17.3,-119.2,25
20100622  0000,17.0,-120.5,25
20100622  0600,16.7,-121.8,25
20100622  1200,16.5,-123.2,25
20100622  1800,16.3,-124.6,25
20100623  0000,16.2,-125.9,25
20100618  0600,13.0,-94.4,20
20100618  1200,13.2,-95.0,25
20100618  1800,13.4,-95.5,25
20100619  0000,13.2,-96.0,25
20100619  0600,13.0,-96.5,30
20100619  1200,12.8,-97.0,35
20100619  1800,12.5,-97.5,40
20100620  0000,12.2,-98.1,50
20100620  0600,12.0,-98.8,55
20100620  1200,11.8,-99.4,60
20100620  1800,11.6,-100.0,65
20100621  0000,11.5,-100.6,65
20100621  0600,11.5,-101.3,65
20100621  1200,11.5,-102.0,70
20100621  1800,11.6,-102.8,75
20100622  0000,11.6,-103.6,80
20100622  0600,11.6,-104.4,85
20100622  1200,11.6,-105.2,85
20100622  1800,11.7,-106.0,85
20100623  0000,11.7,-106.8,80
20100623  0600,11.8,-107.7,75
20100623  1200,12.0,-108.7,85
20100623  1800,12.1,-109.8,95
20100624  0000,12.2,-111.0,90
20100624  0600,12.3,-112.1,90
20100624  1200,12.3,-113.3,100
20100624  1800,12.5,-114.3,115
20100625  0000,12.9,-115.4,140
20100625  0600,13.2,-116.5,140
20100625  1200,13.6,-117.6,125
20100625  1800,14.0,-118.5,110
20100626  0000,14.6,-119.4,100
20100626  0600,15.1,-120.3,90
20100626  1200,15.4,-121.1,85
20100626  1800,15.6,-121.8,70
20100627  0000,15.7,-122.5,55
20100627  0600,15.8,-123.1,50
20100627  1200,15.8,-123.5,45
20100627  1800,15.6,-123.9,40
20100628  0000,15.4,-124.1,35
20100628  0600,15.3,-124.1,35
20100628  1200,15.2,-124.1,35
20100628  1800,15.1,-123.9,30
20100629  0000,15.2,-123.6,30
20100629  0600,15.3,-123.5,30
20100629  1200,15.4,-123.5,25
20100629  1800,15.5,-123.5,25
20100630  0000,15.7,-123.5,25
20100630  0600,16.0,-123.4,25
20100630  1200,16.2,-123.4,20
20100620  1200,7.9,-88.0,20
20100620  1800,8.1,-88.8,20
20100621  0000,8.4,-89.4,20
20100621  0600,8.8,-90.0,20
20100621  1200,9.1,-90.6,20
20100621  1800,9.4,-91.1,25
20100622  0000,9.6,-91.5,25
20100622  0600,9.8,-91.9,25
20100622  1200,10.0,-92.2,25
20100622  1800,10.2,-92.5,25
20100623  0000,10.9,-92.9,30
20100623  0600,11.3,-93.7,35
20100623  1200,11.7,-94.6,45
20100623  1800,11.9,-95.6,55
20100624  0000,12.2,-96.6,60
20100624  0600,12.5,-97.5,65
20100624  1200,12.7,-98.3,70
20100624  1800,12.8,-99.0,75
20100625  0000,13.1,-99.7,80
20100625  0600,13.2,-100.4,90
20100625  1200,13.4,-100.9,100
20100625  1800,13.6,-101.3,105
20100625  2100,13.7,-101.6,105
20100626  0000,13.7,-101.8,100
20100626  0600,13.5,-102.2,100
20100626  1200,13.5,-102.5,95
20100626  1800,13.5,-102.7,85
20100627  0000,13.5,-102.9,70
20100627  0600,13.5,-103.1,60
20100627  1200,13.6,-103.0,50
20100627  1800,13.7,-102.6,40
20100628  0000,13.8,-102.2,35
20100628  0600,14.1,-101.3,35
20100628  1200,14.2,-100.1,30
20100628  1800,14.3,-98.9,25
20100629  0000,14.6,-97.9,25
20100629  0600,14.9,-97.1,25
20100629  1200,15.1,-96.5,20
20100629  1800,15.3,-96.1,20
20100714  0000,14.3,-102.6,25
20100714  0600,14.4,-104.2,25
20100714  1200,14.5,-105.6,30
20100714  1800,14.6,-106.5,30
20100715  0000,14.8,-107.3,30
20100715  0600,15.0,-107.7,25
20100715  1200,15.4,-107.9,25
20100715  1800,15.9,-108.1,25
20100716  0000,16.5,-108.6,25
20100716  0600,17.2,-109.6,25
20100716  1200,17.8,-110.8,25
20100716  1800,18.2,-112.4,25
20100717  0000,18.5,-114.1,25
20100717  0600,18.7,-115.1,25
20100717  1200,18.9,-116.1,25
20100717  1800,19.0,-117.1,25
20100718  0000,19.0,-118.3,20
20100718  0600,19.0,-119.6,20
20100804  1200,14.9,-94.9,20
20100804  1800,14.7,-96.3,25
20100805  0000,14.7,-97.6,25
20100805  0600,14.9,-98.8,25
20100805  1200,15.2,-99.9,25
20100805  1800,15.5,-100.9,25
20100806  0000,15.8,-101.7,30
20100806  0600,16.2,-102.6,30
20100806  1200,16.6,-103.5,35
20100806  1800,16.9,-104.6,40
20100807  0000,17.0,-105.6,45
20100807  0600,16.8,-106.4,45
20100807  1200,16.9,-107.3,50
20100807  1800,17.1,-108.3,50
20100808  0000,17.3,-109.2,55
20100808  0600,17.5,-109.8,55
20100808  1200,17.7,-110.4,50
20100808  1800,17.9,-110.9,45
20100809  0000,17.9,-111.3,40
20100809  0600,17.9,-111.7,35
20100809  1200,17.8,-112.0,35
20100809  1800,17.7,-112.4,30
20100810  0000,17.7,-112.8,30
20100810  0600,17.5,-113.2,25
20100810  1200,17.3,-113.2,25
20100810  1800,17.2,-113.1,25
20100820  0600,18.2,-107.2,30
20100820  1200,18.8,-107.8,30
20100820  1800,19.3,-108.7,30
20100821  0000,19.9,-109.7,30
20100821  0600,20.2,-110.5,25
20100821  1200,20.4,-111.1,25
